device,date,hour,sleep_time,active_volume,avg_packet_size,mean_rate,peak_to_mean_rate,active_time,num_servers,num_protocols,unique_dns_reqs,dns_interval,ntp_interval
d0-73-d5-01-83-08,16-10-04,14,12.76,485.557,77.59,10.88,33.2565,8.43038,15,4,3,56752057.081024,274.996691
d0-73-d5-01-83-08,16-10-04,15,14.4439,637.467,90.00,17.14,57.0026,6.48913,17,5,3,44713851.032417,329.996710
d0-73-d5-01-83-08,16-10-04,16,13.9665,556.947,80.55,12.00,59.8332,8.13158,16,5,3,67070940.183393,329.996726
d0-73-d5-01-83-08,16-10-04,17,12.2575,525.425,80.10,12.55,44.8333,8.5125,17,4,3,56752472.461598,274.997311
d0-73-d5-01-83-08,16-10-04,18,12.9013,500.688,78.62,10.93,25.6792,8.57143,17,4,3,61481995.165274,299.960628
d0-73-d5-01-83-08,16-10-04,19,13.0452,477.808,78.73,10.57,28.956,8.38462,17,4,3,61482145.163747,299.996615
d0-73-d5-01-83-08,16-10-04,20,12.6903,558.618,81.72,12.03,46.7712,8.80263,17,4,3,56752887.842069,274.998105
d0-73-d5-01-83-08,16-10-04,21,12.9013,494.338,78.56,10.84,25.9064,8.57143,17,4,3,56753026.302202,274.997208
d0-73-d5-01-83-08,16-10-04,22,12.6903,544.092,81.80,11.72,25.7131,8.80263,17,5,3,61482595.159174,299.997012
d0-73-d5-01-83-08,16-10-04,23,12.9013,498.987,80.31,10.90,25.7663,8.57143,15,4,3,61482745.157615,299.996764
d0-a6-37-df-a1-e1,16-10-04,12,24.5882,10341.6,318.92,140.30,169.746,7.42105,24,15,2,105396119.164867,N/A
e0-76-d0-33-bb-85,16-10-04,00,89.2727,1002.13,133.30,5.04,348.551,6.4,5,6,2,295100451.365431,N/A
e0-76-d0-33-bb-85,16-10-04,01,84.6,884.3,123.12,5.95,287.608,5.1,7,7,2,134136829.903067,N/A
e0-76-d0-33-bb-85,16-10-04,02,108.667,868.588,146.91,4.92,465.451,4.58824,6,6,2,295101602.186020,N/A
e0-76-d0-33-bb-85,16-10-04,03,84.825,1236.9,157.67,7.45,248.714,5.57143,6,6,2,147551377.168488,N/A
e0-76-d0-33-bb-85,16-10-04,04,112.6,739.55,140.08,4.32,460.194,4.35,6,6,2,295103329.776953,N/A
e0-76-d0-33-bb-85,16-10-04,05,145.696,947,147.46,4.18,429.969,4.4,5,5,2,295103905.578098,N/A
e0-76-d0-33-bb-85,16-10-04,06,103.5,748.091,134.39,4.85,391.517,4.22727,6,7,2,295104481.567858,N/A
e0-76-d0-33-bb-85,16-10-04,07,85.1053,956.391,148.85,6.72,288.074,4.82609,6,6,2,147552817.085397,N/A
e0-76-d0-33-bb-85,16-10-04,08,108.097,765.842,135.41,4.37,455.733,4.73684,6,6,2,295106209.768532,N/A
e0-76-d0-33-bb-85,16-10-04,09,144.273,885.375,147.58,4.47,425.414,3.9375,5,5,2,295106785.564299,N/A
e0-76-d0-33-bb-85,16-10-04,10,123.214,837.278,152.16,4.35,373.3,4.5,5,5,2,295107362.136325,N/A
e0-76-d0-33-bb-85,16-10-04,11,80.6429,1323.06,153.93,6.84,248.362,6.83333,6,6,2,147554257.055591,N/A
e0-76-d0-33-bb-85,16-10-04,12,117.31,682.682,131.75,4.42,376.476,3.81818,6,7,2,295109089.709194,N/A
e0-76-d0-33-bb-85,16-10-04,13,116.379,756.905,152.75,4.68,351.36,4,6,6,2,295109666.357953,N/A
e0-76-d0-33-bb-85,16-10-04,14,111.5,813.5,139.08,4.30,403.959,4.83333,6,6,2,295110241.503989,N/A
e0-76-d0-33-bb-85,16-10-04,15,74.4545,1118.48,159.97,9.58,191.701,4.44828,6,6,2,98370464.443752,N/A
e0-76-d0-33-bb-85,16-10-04,16,102.844,911.294,151.31,4.69,360.557,5.47059,6,6,2,295111970.406444,N/A
e0-76-d0-33-bb-85,16-10-04,17,69.4898,1337.33,165.91,10.24,197.54,5.33333,7,5,3,86797863.968821,N/A
e0-76-d0-33-bb-85,16-10-04,18,108.6,803.15,156.36,4.86,346.31,4.35,6,7,2,295113121.440796,N/A
e0-76-d0-33-bb-85,16-10-04,19,82.6923,1081.91,155.84,7.19,215.326,5.18182,5,5,2,147557136.586364,N/A
e0-76-d0-33-bb-85,16-10-04,20,84.7895,1183.45,158.72,7.19,274.915,5.55,6,6,2,147557424.952311,N/A
e0-76-d0-33-bb-85,16-10-04,21,128.76,929.625,151.71,4.61,365.204,4.5,6,6,2,295115425.248699,N/A
e0-76-d0-33-bb-85,16-10-04,22,137.75,974.562,154.81,4.68,370.936,4.3125,6,6,2,295116001.995645,N/A
e0-76-d0-33-bb-85,16-10-04,23,67.9565,1702,202.13,13.08,130.155,5.4,6,6,2,147558577.002205,N/A
ec-1a-59-79-f4-89,16-10-04,00,12.6842,5401.42,240.63,150.51,86.4884,7.09375,8,8,2,368875423.990210,N/A
ec-1a-59-79-f4-89,16-10-04,01,11.2055,4553.75,229.39,144.72,68.2927,6.57895,8,8,2,368876367.724765,N/A
ec-1a-59-79-f4-89,16-10-04,02,10.6911,4591.75,246.03,168.67,78.0393,5.90769,8,8,2,368877311.456963,N/A
ec-1a-59-79-f4-89,16-10-04,03,11.22,4113.17,238.79,145.94,106.512,5.90476,8,8,2,368878255.184027,N/A
ec-1a-59-79-f4-89,16-10-04,04,11.5366,4332.81,234.99,154.59,84.2341,5.97561,8,8,2,368879198.919146,N/A
ec-1a-59-79-f4-89,16-10-04,05,11.5385,4439.06,240.95,152.83,86.1223,6.17647,8,8,2,368880142.651463,N/A
ec-1a-59-79-f4-89,16-10-04,06,13.35,5295.89,240.39,173.14,75.2893,5.86607,8,8,2,368881086.402742,N/A
ec-1a-59-79-f4-89,16-10-04,07,11.0797,4318.98,242.01,157.94,82.4431,5.76744,8,8,2,368882030.151264,N/A
ec-1a-59-79-f4-89,16-10-04,08,11.8745,3849.18,233.57,137.86,70.9741,5.77869,8,8,2,368882975.467728,N/A
ec-1a-59-79-f4-89,16-10-04,09,10.7954,5254.43,242.87,179.54,88.4041,6.34426,8,8,2,737766894.666337,N/A
ec-1a-59-79-f4-89,16-10-04,10,11.3426,4693.82,242.57,158.01,82.5134,6.17355,8,8,2,368884391.078122,N/A
ec-1a-59-79-f4-89,16-10-04,11,12.4397,8017.17,193.37,230.85,143.204,6.6699,10,10,2,105395895.408873,N/A
ec-1a-59-79-f4-89,16-10-04,12,11.7418,4807.89,233.49,152.48,85.3797,6.50893,8,8,2,368886277.087851,N/A
ec-1a-59-79-f4-89,16-10-04,13,11.1344,4378.58,242.76,157.41,101.34,6.07258,8,8,2,368887222.410072,N/A
ec-1a-59-79-f4-89,16-10-04,14,11.4122,4164.89,229.13,144.21,90.2935,5.95082,8,8,2,368888166.171804,N/A
ec-1a-59-79-f4-89,16-10-04,15,13.1166,4399.25,241.60,142.29,111.265,5.68966,8,10,2,368889109.932267,N/A
ec-1a-59-79-f4-89,16-10-04,16,14.3415,5223.28,251.82,144.34,90.2319,6.15306,8,8,2,368890053.696463,N/A
ec-1a-59-79-f4-89,16-10-04,17,12.0381,5010.65,237.12,159.65,81.6806,6.23894,8,8,2,368890997.452942,N/A
ec-1a-59-79-f4-89,16-10-04,18,10.3864,4665.7,247.91,177.57,73.8625,6.02308,8,8,2,368891941.195137,N/A
ec-1a-59-79-f4-89,16-10-04,19,10.3881,4600.09,238.46,168.10,77.9794,6.1145,8,8,2,368892884.929851,N/A
ec-1a-59-79-f4-89,16-10-04,20,11.1496,5311.13,252.60,187.97,69.4605,5.92913,8,8,2,737786713.637766,N/A
ec-1a-59-79-f4-89,16-10-04,21,10.8605,4364.03,234.34,157.67,82.5709,5.95349,8,8,2,368894300.560533,N/A
ec-1a-59-79-f4-89,16-10-04,22,13.4583,5809.04,245.35,163.76,79.5257,6.33,8,8,2,368895244.288984,N/A
ec-1a-59-79-f4-89,16-10-04,23,11.292,6990.07,202.22,240.83,88.4761,6.07317,9,9,2,368896188.026033,N/A
ec-1a-59-83-28-11,16-10-04,00,11.1394,5299.95,228.88,188.30,77.711,5.95238,10,9,2,368875778.969047,N/A
ec-1a-59-83-28-11,16-10-04,01,10.6031,5123.73,222.39,178.53,64.2468,6.26613,10,9,2,737752501.599504,N/A
ec-1a-59-83-28-11,16-10-04,02,10.7654,5782.25,236.38,202.07,72.3156,6.216,10,9,2,368877194.469642,N/A
ec-1a-59-83-28-11,16-10-04,03,12.0756,5699.83,229.05,174.93,98.0135,6.46364,10,9,2,368878138.138403,N/A
ec-1a-59-83-28-11,16-10-04,04,10.5226,5140.71,225.17,185.43,78.7706,6.36,10,9,2,368879081.805425,N/A
ec-1a-59-83-28-11,16-10-04,05,11.3373,4925.83,230.17,190.51,73.4803,5.57143,10,9,2,368880025.494805,N/A
ec-1a-59-83-28-11,16-10-04,06,11.3831,5482.53,232.02,211.07,69.2993,5.63359,10,9,2,368880969.939974,N/A
ec-1a-59-83-28-11,16-10-04,07,11.2379,5086.59,232.43,191.95,76.3307,5.52632,10,9,2,368881913.617443,N/A
ec-1a-59-83-28-11,16-10-04,08,13.1757,5823.26,225.07,167.23,66.7774,6.40777,10,9,2,368882857.294866,N/A
ec-1a-59-83-28-11,16-10-04,09,10.8069,6407.42,234.20,215.35,78.3054,6.4,10,9,2,368883800.975687,N/A
ec-1a-59-83-28-11,16-10-04,10,10.3636,5024.68,232.09,196.45,82.0463,6.06977,10,9,2,368884744.677647,N/A
ec-1a-59-83-28-11,16-10-04,11,10.3146,7023.83,192.29,261.05,125.939,6.02273,10,9,2,368885688.368690,N/A
ec-1a-59-83-28-11,16-10-04,12,11.126,5500.58,226.13,195.88,68.4459,6.072,11,10,2,245924285.025402,N/A
ec-1a-59-83-28-11,16-10-04,13,11.5749,5391.6,231.26,195.03,100.044,5.85714,10,9,2,368887103.369677,N/A
ec-1a-59-83-28-11,16-10-04,14,13.2545,6596.08,221.96,177.41,78.9471,6.78125,10,9,2,368888047.045445,N/A
ec-1a-59-83-28-11,16-10-04,15,13.0405,5818.07,230.79,179.92,99.1371,6,10,11,2,368888990.699462,N/A
ec-1a-59-83-28-11,16-10-04,16,11.5592,6298.01,265.25,224.45,71.9145,5.74016,11,11,2,737779868.782953,N/A
ec-1a-59-83-28-11,16-10-04,17,9.61053,7145.58,265.41,270.79,64.5776,6.22059,11,10,2,295112860.015959,N/A
ec-1a-59-83-28-11,16-10-04,18,11.6189,6565.18,237.59,210.07,69.6342,6.34211,10,9,2,368891821.876903,N/A
ec-1a-59-83-28-11,16-10-04,19,12.0255,6417.81,230.76,205.65,71.2136,6.15929,10,9,2,368892765.543583,N/A
ec-1a-59-83-28-11,16-10-04,20,11.887,7252.42,240.18,227.62,70.2486,6.61111,10,9,2,368893709.200330,N/A
ec-1a-59-83-28-11,16-10-04,21,11.8025,5655.26,227.32,190.56,77.0978,5.97521,10,9,2,368894652.882005,N/A
ec-1a-59-83-28-11,16-10-04,22,10.3383,5572.7,232.75,205.26,78.498,6.06818,10,9,2,368895596.544710,N/A
ec-1a-59-83-28-11,16-10-04,23,10.1556,7798.44,200.55,276.89,72.6394,6.40476,10,9,2,737792136.770982,N/A
f4-5c-89-93-cc-85,16-10-04,16,0.519031,138935,332.41,5349.53,46.9648,22.0769,91,19,5,6097358.685483,231.783335
f4-5c-89-93-cc-85,16-10-04,17,6.78689,23288.6,244.62,900.61,112.228,7.69565,27,9,3,184445103.848234,N/A
f4-f2-6d-93-51-f1,16-10-04,00,19.3019,232.474,70.08,8.74,84.7519,3.56391,10,9,2,491834178.288415,N/A
f4-f2-6d-93-51-f1,16-10-04,01,17.9822,260.782,71.19,9.14,81.041,4.06452,11,8,2,368876684.032515,N/A
f4-f2-6d-93-51-f1,16-10-04,02,20.2208,242.701,70.34,8.64,85.7346,3.61417,10,8,2,491836579.037363,N/A
f4-f2-6d-93-51-f1,16-10-04,03,19.0248,256.528,71.57,9.21,80.4406,3.77953,11,8,2,368878484.599744,N/A
f4-f2-6d-93-51-f1,16-10-04,04,19.118,256.879,71.81,8.96,82.6809,3.87097,10,9,2,491838979.784193,N/A
f4-f2-6d-93-51-f1,16-10-04,05,20.026,247.392,71.59,9.09,81.4846,3.53077,10,8,2,368880285.157722,N/A
f4-f2-6d-93-51-f1,16-10-04,06,17.6163,260.589,71.30,9.13,81.1005,4.1371,10,8,2,368881185.480266,N/A
f4-f2-6d-93-51-f1,16-10-04,07,19.481,254.621,70.08,8.90,83.2029,3.79839,10,8,2,491842581.035566,N/A
f4-f2-6d-93-51-f1,16-10-04,08,17.6163,255.563,71.52,9.10,81.3824,4.07143,10,9,2,368882986.150455,N/A
f4-f2-6d-93-51-f1,16-10-04,09,18.1607,267.182,71.18,9.11,79.7673,4.1405,10,8,2,368883886.526080,N/A
f4-f2-6d-93-51-f1,16-10-04,10,18.3614,265.742,72.78,9.41,78.751,3.94355,10,10,2,368884786.976574,N/A
f4-f2-6d-93-51-f1,16-10-04,11,20.64,250.528,70.48,8.71,85.0374,3.63415,10,8,2,491847382.985439,N/A
f4-f2-6d-93-51-f1,16-10-04,12,19.9548,256.72,71.18,9.10,65.4794,3.696,11,8,2,368886587.568455,N/A
f4-f2-6d-93-51-f1,16-10-04,13,19.1625,244.944,70.27,8.73,96.183,3.78571,10,8,2,491849783.750347,N/A
f4-f2-6d-93-51-f1,16-10-04,14,18.0176,267.248,71.30,9.07,81.7922,4.19008,10,8,2,368888388.132394,N/A
f4-f2-6d-93-51-f1,16-10-04,15,24.4419,244.333,72.05,7.13,90.218,3.76471,9,8,2,491852385.078290,N/A
f4-f2-6d-93-51-f1,16-10-04,16,19.586,3280.84,400.24,112.05,1085.05,3.86777,12,9,2,491853385.405014,N/A
f4-f2-6d-93-51-f1,16-10-04,17,17.9647,292.341,70.09,10.35,71.6328,4.02381,12,10,2,368890939.505152,N/A
f4-f2-6d-93-51-f1,16-10-04,18,18.0714,274.844,70.42,10.43,71.021,3.86719,12,9,2,368891989.911230,N/A
f4-f2-6d-93-51-f1,16-10-04,19,17,284.386,70.67,10.70,69.1883,4.13386,14,10,2,295114312.293551,N/A
f4-f2-6d-93-51-f1,16-10-04,20,19.3585,298.355,70.13,10.42,71.0774,3.82258,12,9,2,368893790.773760,N/A
f4-f2-6d-93-51-f1,16-10-04,21,19.2937,253.568,69.44,10.01,73.9868,3.59091,12,9,2,491859388.078735,N/A
f4-f2-6d-93-51-f1,16-10-04,22,16.9551,272.411,72.24,10.01,53.6016,4.23387,12,10,2,368895591.375658,N/A
f4-f2-6d-93-51-f1,16-10-04,23,19.118,279.772,70.02,10.42,71.0419,3.77953,13,9,2,368896491.742231,N/A
00-16-6c-ab-6b-88,16-10-05,00,6.90582,2900.95,243.90,177.02,23.9084,4.95833,18,9,2,24189993.220548,N/A
00-16-6c-ab-6b-88,16-10-05,01,5.59809,2371.51,269.43,161.85,18.8322,5.10612,11,9,2,245931707.774709,N/A
00-16-6c-ab-6b-88,16-10-05,02,5.65301,1799.08,272.17,162.73,18.8948,3.8452,8,7,N/A,N/A,N/A
00-16-6c-ab-6b-88,16-10-05,03,5.80196,1850.27,273.67,160.31,25.6498,3.92903,7,6,N/A,N/A,N/A
00-16-6c-ab-6b-88,16-10-05,04,5.74453,1867.3,271.00,161.26,18.7988,4.0098,12,9,2,163955986.968413,N/A
00-16-6c-ab-6b-88,16-10-05,05,5.50237,2107.07,245.43,175.43,23.4449,4.25253,17,10,2,24593457.297909,N/A
00-16-6c-ab-6b-88,16-10-05,06,5.05157,2203.97,232.10,182.68,16.5983,4.5,19,9,2,16768308.611128,N/A
00-16-6c-ab-6b-88,16-10-05,07,5.30023,2322.87,262.27,167.33,24.4713,5.01946,14,9,2,86800720.171347,N/A
00-16-6c-ab-6b-88,16-10-05,08,6.78689,2524.94,260.33,167.41,24.4537,4.62712,17,10,2,46113067.335459,N/A
00-16-6c-ab-6b-88,16-10-05,09,6.1928,3515.18,257.30,171.11,18.414,6.72832,16,9,2,49187396.548956,N/A
00-16-6c-ab-6b-88,16-10-05,10,6.22481,3326.85,250.58,174.42,24.2701,6.22581,14,9,2,35133941.303090,N/A
00-16-6c-ab-6b-88,16-10-05,11,4.05501,3319.12,177.01,244.46,9.78228,5.78327,24,11,2,4145024.945410,N/A
00-16-6c-ab-6b-88,16-10-05,12,6.22365,2118.79,278.04,159.58,18.8868,4.3,11,9,2,245938666.832296,N/A
00-16-6c-ab-6b-88,16-10-05,13,5.37209,2083.84,280.05,183.00,27.9865,4.10577,19,18,4,47601174.120907,N/A
00-16-6c-ab-6b-88,16-10-05,14,1.93269,5702.61,229.90,453.11,20.3303,7.65263,22,65,3,3338551.992878,N/A
00-16-6c-ab-6b-88,16-10-05,15,1.65718,6285.95,215.86,442.13,12.5849,9.15415,25,80,4,2927864.288428,N/A
00-16-6c-ab-6b-88,16-10-05,16,1.80641,6020.1,219.26,406.95,10.1328,9.20988,22,77,4,3384511.868554,N/A
00-16-6c-ab-6b-88,16-10-05,17,2.9064,4998,311.54,308.67,14.9753,8.21622,21,68,4,14610402.308539,N/A
00-16-6c-ab-6b-88,16-10-05,18,2.03497,6111.74,218.83,401.86,11.5906,9.02542,23,75,4,3530273.681680,N/A
00-16-6c-ab-6b-88,16-10-05,19,2.15759,5901.39,225.42,390.92,10.269,8.77311,21,67,4,3431762.788050,N/A
00-16-6c-ab-6b-88,16-10-05,20,1.54569,6045.5,208.59,421.56,10.6353,9.48387,24,67,4,2742865.344145,N/A
00-16-6c-ab-6b-88,16-10-05,21,1.5727,5802.09,218.78,419.52,11.3868,9.05792,27,68,5,2939572.068586,N/A
00-16-6c-ab-6b-88,16-10-05,22,3.03529,3444,217.10,286.60,10.6259,5.97987,24,39,4,4854173.657570,N/A
00-16-6c-ab-6b-88,16-10-05,23,4.83007,2026.01,242.21,169.34,15.3835,4.57525,18,12,2,21701064.583094,N/A
00-24-e4-11-18-a8,16-10-05,00,1.87398,323.589,60.84,32.88,49.0789,6.05753,4,4,2,98372630.165516,N/A
00-24-e4-11-18-a8,16-10-05,01,1.93416,326.369,59.03,31.86,41.2324,6.22286,4,4,2,122966068.972061,N/A
00-24-e4-11-18-a8,16-10-05,02,1.92476,345.075,60.88,33.44,49.3681,6.28448,4,5,2,98373110.452992,N/A
00-24-e4-11-18-a8,16-10-05,03,2.04354,338.5,59.40,31.55,41.3831,6.37725,4,4,2,122966670.831133,N/A
00-24-e4-11-18-a8,16-10-05,04,1.51317,334.351,60.56,33.16,49.2102,6.69944,4,4,2,98373590.737800,N/A
00-24-e4-11-18-a8,16-10-05,05,1.97095,331.203,59.16,31.77,40.1661,6.29651,4,4,2,122967276.429358,N/A
00-24-e4-11-18-a8,16-10-05,06,1.78961,348.382,61.97,34.52,36.9462,6.32022,4,4,2,81978397.430761,N/A
00-24-e4-11-18-a8,16-10-05,07,1.46278,327.406,58.97,31.94,34.1084,6.89143,4,4,2,122967882.085711,N/A
00-24-e4-11-18-a8,16-10-05,08,2.02793,367.15,63.17,34.72,48.5532,6.30882,4,5,2,73780914.257284,N/A
00-24-e4-11-18-a8,16-10-05,09,1.93416,318.293,61.53,33.61,39.5883,5.76253,4,4,2,81978991.860839,N/A
00-24-e4-11-18-a8,16-10-05,10,1.60769,369.955,63.97,36.49,45.636,6.60169,4,4,2,59025019.504771,N/A
00-24-e4-11-18-a8,16-10-05,11,2.11364,473.905,71.01,41.76,66.4996,6.653,7,6,3,30742274.729970,N/A
00-24-e4-11-18-a8,16-10-05,12,1.51317,286.906,59.71,31.42,41.7093,6.2356,4,4,2,122969399.858006,N/A
00-24-e4-11-18-a8,16-10-05,13,2.30973,344.769,60.92,33.19,57.399,5.86994,4,4,2,86802123.805297,N/A
00-24-e4-11-18-a8,16-10-05,14,1.5977,356.202,63.85,36.85,39.7059,6.30645,4,4,2,56755378.149562,N/A
00-24-e4-11-18-a8,16-10-05,15,1.9889,392.731,63.64,36.98,55.0649,6.39053,4,4,2,59025729.223364,N/A
00-24-e4-11-18-a8,16-10-05,16,1.75,343.699,62.62,34.98,31.2124,6.20548,4,4,2,70268898.320952,N/A
00-24-e4-11-18-a8,16-10-05,17,1.88723,352.455,62.87,34.96,60.329,6.19382,4,5,2,81980599.223074,N/A
00-24-e4-11-18-a8,16-10-05,18,1.74373,383.075,63.65,36.85,35.6381,6.57391,4,4,2,59026170.764144,N/A
00-24-e4-11-18-a8,16-10-05,19,1.6775,368.561,64.36,36.99,29.4321,6.38333,4,4,2,56756075.591114,N/A
00-24-e4-11-18-a8,16-10-05,20,2.12393,361.053,61.74,34.16,38.4169,6.18529,4,4,2,77666389.582095,N/A
00-24-e4-11-18-a8,16-10-05,21,1.5283,337.804,62.03,35.11,38.3505,6.36997,4,4,2,77666580.868368,N/A
00-24-e4-11-18-a8,16-10-05,22,2.31315,349.194,61.71,33.70,36.8972,5.83526,4,4,2,81981592.807847,N/A
00-24-e4-11-18-a8,16-10-05,23,1.4925,316.251,61.14,33.43,40.2737,6.31662,4,5,2,98378153.622267,N/A
00-24-e4-1b-6f-96,16-10-05,03,0,N/A,202.08,1100.69,1.84827,N/A,6,5,2,1475599317.877437,N/A
00-24-e4-1b-6f-96,16-10-05,17,0,N/A,197.91,892.86,2.39357,N/A,6,5,2,1475649748.203593,N/A
00-24-e4-20-28-c6,16-10-05,00,9.30928,454.832,129.77,31.13,96.1623,3.56557,4,5,2,134144364.033173,N/A
00-24-e4-20-28-c6,16-10-05,01,9.36082,475.052,128.77,30.91,157.714,3.73391,4,4,2,147559131.472295,N/A
00-24-e4-20-28-c6,16-10-05,02,9.19322,504.191,130.18,33.10,117.188,3.74043,4,4,2,113507349.301575,N/A
00-24-e4-20-28-c6,16-10-05,03,9.36082,447.828,126.06,29.77,98.1133,3.65546,4,4,2,147559806.015626,N/A
00-24-e4-20-28-c6,16-10-05,04,9.26712,399.672,117.86,27.02,41.6323,3.62241,4,4,2,210800172.804022,N/A
00-24-e4-20-28-c6,16-10-05,05,9.62105,399.357,118.78,26.90,43.0794,3.53527,4,4,2,210800674.328333,N/A
00-24-e4-20-28-c6,16-10-05,06,8.64078,638.23,150.75,43.44,144.427,3.78689,4,5,2,70267196.767802,N/A
00-24-e4-20-28-c6,16-10-05,07,8.79344,392.785,115.97,27.00,35.4995,3.70732,4,4,2,210802087.413357,N/A
00-24-e4-20-28-c6,16-10-05,08,9.98556,497.087,138.88,32.06,206.762,3.58442,4,4,2,147561815.563735,N/A
00-24-e4-20-28-c6,16-10-05,09,9.39446,399.72,119.37,26.81,56.6163,3.61506,4,4,2,210803084.894987,N/A
00-24-e4-20-28-c6,16-10-05,10,9.14237,532.167,144.67,36.69,172.04,3.58537,4,4,2,105401783.348304,N/A
00-24-e4-20-28-c6,16-10-05,11,9.52448,409.763,120.14,26.68,60.7314,3.68534,4,4,2,210804056.820740,N/A
00-24-e4-20-28-c6,16-10-05,12,9.89247,408.675,124.72,27.41,37.8952,3.475,4,5,2,184453942.124144,N/A
00-24-e4-20-28-c6,16-10-05,13,9.49129,556.228,151.76,36.80,220.311,3.62025,4,4,2,134148698.686910,N/A
00-24-e4-20-28-c6,16-10-05,14,9.4375,394.349,121.02,26.67,57.5599,3.57261,4,4,2,210805499.059181,N/A
00-24-e4-20-28-c6,16-10-05,15,9.10135,481.294,138.27,33.07,220.77,3.61224,4,4,2,147564162.582894,N/A
00-24-e4-20-28-c6,16-10-05,16,9.97826,403.03,122.42,26.46,48.136,3.52564,4,4,2,210806394.893993,N/A
00-24-e4-20-28-c6,16-10-05,17,9.22526,392.519,120.23,26.76,42.7503,3.60494,4,4,2,210806872.359769,N/A
00-24-e4-20-28-c6,16-10-05,18,9.02013,558.434,153.77,38.17,251.128,3.65164,4,5,2,134150254.925972,N/A
00-24-e4-20-28-c6,16-10-05,19,9.06061,550.654,137.13,37.03,118.408,3.7,4,4,2,73782882.788830,N/A
00-24-e4-20-28-c6,16-10-05,20,9.71025,461.597,129.16,30.69,122.112,3.55462,4,4,2,113512417.508369,N/A
00-24-e4-20-28-c6,16-10-05,21,9.10135,468.498,133.20,31.92,169.515,3.64198,4,4,2,134151338.743097,N/A
00-24-e4-20-28-c6,16-10-05,22,9.93885,422.582,123.74,26.57,30.7892,3.69333,4,4,2,210809698.813200,N/A
00-24-e4-20-28-c6,16-10-05,23,9.36082,480.879,140.33,33.31,240.326,3.49597,4,4,2,147567129.232099,N/A
00-62-6e-51-27-2e,16-10-05,00,7.9633,1128.93,105.83,54.97,38.3335,5.62069,22,6,2,20494299.771611,60.002056
00-62-6e-51-27-2e,16-10-05,01,8.04,1101.82,105.36,57.86,38.2843,5.18182,20,7,2,20494349.772758,60.000392
00-62-6e-51-27-2e,16-10-05,02,7.54438,1154.52,105.90,55.64,42.5012,5.87719,25,6,2,20494399.772875,59.997000
00-62-6e-51-27-2e,16-10-05,03,7.46939,1114.5,105.58,55.20,40.7215,5.76271,22,6,2,20494449.783431,60.006304
00-62-6e-51-27-2e,16-10-05,04,7.71687,1064.3,105.96,54.94,39.1887,5.39344,21,6,2,20494499.784204,60.001555
00-62-6e-51-27-2e,16-10-05,05,7.53097,1159.21,105.08,56.32,38.3978,5.84393,24,6,2,20494549.780168,60.050203
00-62-6e-51-27-2e,16-10-05,06,7.03073,1063.38,105.10,56.76,41.755,5.57368,25,6,2,20494599.772615,59.989708
00-62-6e-51-27-2e,16-10-05,07,6.72951,1056.4,104.27,55.46,41.5798,5.83871,21,6,2,20494649.773685,60.003914
00-62-6e-51-27-2e,16-10-05,08,7.01397,1063.9,105.46,55.72,39.175,5.72727,22,6,2,20494699.772658,59.997843
00-62-6e-51-27-2e,16-10-05,09,8.20312,1019.34,107.06,55.55,58.0788,4.91753,22,6,2,20494749.772234,59.999888
00-62-6e-51-27-2e,16-10-05,10,6.64054,1079.93,105.07,55.97,37.2454,5.9837,23,7,2,20494799.773652,60.000724
00-62-6e-51-27-2e,16-10-05,11,7.31897,1081.52,106.10,57.18,39.8299,5.50794,24,6,2,20783509.628786,61.030757
00-62-6e-51-27-2e,16-10-05,12,6.81148,1125.67,105.76,55.00,37.3848,6.24138,22,6,2,20494899.773217,60.003306
00-62-6e-51-27-2e,16-10-05,13,7.47801,1071.79,105.01,57.61,36.2109,5.3125,22,6,2,20494949.772964,59.999558
00-62-6e-51-27-2e,16-10-05,14,6.33506,2171.39,214.21,122.12,17.5264,5.70297,24,8,2,20494999.771982,59.999370
00-62-6e-51-27-2e,16-10-05,15,4.36025,1801.69,126.17,87.72,25.6219,8.37209,27,206,2,20495049.756624,59.980175
00-62-6e-51-27-2e,16-10-05,16,3.97266,1630.93,111.40,75.66,34.3841,9.25455,26,215,2,20495099.773339,60.001147
00-62-6e-51-27-2e,16-10-05,17,7.14407,1060.14,105.13,55.96,46.4624,5.56915,23,6,2,20495149.773305,59.997876
00-62-6e-51-27-2e,16-10-05,18,5.18621,1621.01,124.49,76.99,30.22,7.67857,23,146,2,20495199.755632,59.976018
00-62-6e-51-27-2e,16-10-05,19,7.06479,1086.35,106.45,55.60,36.8707,5.8022,22,6,2,20495249.773403,59.999974
00-62-6e-51-27-2e,16-10-05,20,6.80328,1073.18,105.24,55.47,37.0872,5.91848,24,6,2,20495299.775096,60.002431
00-62-6e-51-27-2e,16-10-05,21,7.36047,1074.73,108.36,57.52,42.018,5.4,25,7,2,20784016.699957,61.056639
00-62-6e-51-27-2e,16-10-05,22,7.3913,1092.45,108.50,55.09,42.1409,5.73333,21,7,2,20495399.800440,60.000063
00-62-6e-51-27-2e,16-10-05,23,7.23077,1076.27,106.42,54.12,41.9218,5.81564,25,6,2,20495449.800193,59.995832
08-21-ef-3b-fc-e3,16-10-05,00,7.51351,2653.71,179.39,87.04,80.1263,8.52632,19,9,3,163954076.347115,N/A
